X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-117.703788504014483,52.734841107457939,164618,Evelyn Creek ,Ruisseau-Evelyn,Evelyn Creek ,Ruisseau-Evelyn,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.159208475298712,52.733844196543672,164619,Portal ,Portal,Portal ,Portal,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.777980486789573,52.746810866614311,164620,Snowbowl ,Snowbowl,Snowbowl ,Snowbowl,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.199923550588863,52.76381110821923,164621,La Grace ,La Grace,La Grace ,La Grace,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.857666215185958,52.78665375455796,164622,"Curator 
",Curator,"Curator 
",Curator,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.81833999570587,52.81106060234756,164623,Watchtower ,Watchtower,Watchtower ,Watchtower,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.285035155270776,52.815948686991177,164624,Medicine Tent Hiker,"Medicine Tent
",Medicine Tent ,"Medicine Tent
",,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.398893985911215,52.831008884606881,164625,Rocky Forks Horse,Rocky Forks,Rocky Forks ,Rocky Forks,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.393704905377959,52.843542167045349,164626,Rocky Forks Hiker,Rocky Forks,Rocky Forks ,Rocky Forks,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.92104906285887,52.847328813836988,164627,Tekarra ,Tekarra,Tekarra ,Tekarra,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.981452341216723,52.871567358642331,164628,Signal ,Signal,Signal ,Signal,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.221334798453498,52.889622134988365,164629,Minnow Lake ,Lac-Minnow,Minnow Lake ,Lac-Minnow,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.179082621946279,52.89248335776707,164630,Saturday Night Lake ,Lac-Saturday Night,Saturday Night Lake ,Lac-Saturday Night,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.745791045746884,52.933287926215861,164631,Jacques Lake,Lac-Jacques,Jacques Lake,Lac-Jacques,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.559814652750234,53.039394470413846,164632,Whitehorse,Whitehorse,Whitehorse,Whitehorse,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.619489090872946,53.065432068824592,164633,Slide Creek Horse,Ruisseau-Slide,Slide Creek ,Ruisseau-Slide,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.078471295727539,53.06418889462423,164634,Athabasca Island ,Île-Athabasca,Athabasca Island ,Île-Athabasca,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.641556677882306,53.072270479894883,164635,Slide Creek Hiker,Ruisseau-Slide,Slide Creek ,Ruisseau-Slide,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.717382783557795,53.101010958073829,164636,Utopia ,Utopia,Utopia ,Utopia,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.057537595511448,53.187832695586117,164637,Celestine Lake ,Lac-Celestine,Celestine Lake ,Lac-Celestine,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.114153499752931,53.183284821366286,164638,Adolphus Hiker,Adolphus,Adolphus ,Adolphus,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.108681946446069,53.190430665414205,164639,Adolphus Horse,Adolphus,Adolphus ,Adolphus,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.86610528129313,53.230247664007713,164640,"Brule 
",Brûlé,"Brule 
",Brûlé,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.198675514849825,53.239507434874177,164641,Shalebanks ,Shalebanks,Shalebanks ,Shalebanks,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.197120049861752,53.257200286989821,164642,Wolverine North ,Wolverine-Nord,Wolverine North ,Wolverine-Nord,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.258924380538318,53.28698991480946,164643,Seldom Inn Hiker,Seldom Inn,Seldom Inn ,Seldom Inn,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.253055733356447,52.792288225152816,164644,"Medicine Tent Horse
",Rivière-Medicine Tent,"Medicine Tent 
",Rivière-Medicine Tent,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.925762993693965,53.28036801354807,164645,Oatmeal ,Oatmeal,Oatmeal ,Oatmeal,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.795417876077181,53.283361351065061,164646,Three Slides ,Three Slides,Three Slides ,Three Slides,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.281851503329023,53.299507167009743,164647,Seldom Inn Horse,Seldom Inn,Seldom Inn ,Seldom Inn,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.322993967306189,53.358355610352916,164648,Horseshoe,Horseshoe,Horseshoe,Horseshoe,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.256209641218817,53.31033777791437,164649,Timothy Slides,Timothy Slide,Timothy Slides,Timothy Slide,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.635819390598201,53.331457997267357,164650,Blue Creek ,Ruisseau-Blue,Blue Creek ,Ruisseau-Blue,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.495715762541067,53.339586108386875,164651,Welbourne,Welbourne,Welbourne,Welbourne,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.491125410216242,53.34020821461322,164652,Welbourne,Welbourne,Welbourne,Welbourne,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.264866173388938,53.338863779771664,164653,"Chown Creek Hiker
",Ruisseau-Chown,"Chown Creek 
",Ruisseau-Chown,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.268520317666002,53.340349768038941,164654,"Chown Creek Horse
",Ruisseau-Chown,"Chown Creek 
",Ruisseau-Chown,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.024394977239993,53.361183297743565,164655,"Byng 
",Byng,"Byng 
",Byng,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.343624977974855,53.373355028575745,164656,Willow Creek  Hiker,Ruisseau-Willow,Willow Creek  ,Ruisseau-Willow,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.342556622697714,53.373798549630237,164657,Willow Creek Horse,Ruisseau-Willow,Willow Creek,Ruisseau-Willow,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.76354256755512,53.376321523993042,164658,Ancient Wall ,Ancient Wall,Ancient Wall ,Ancient Wall,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.218591941737728,53.375759704004579,164659,Donaldson Creek ,Ruisseau-Donaldson,Donaldson Creek ,Ruisseau-Donaldson,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.557693953612869,53.396706727845086,164660,"Little Heaven Horse
",Little Heaven,"Little Heaven
",Little Heaven,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-119.14477063602844,53.406553783474919,164661,Twintree,Twintree,Twintree,Twintree,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.864683540386295,53.41844951001476,164662,Natural Arch ,Natural Arch,Natural Arch ,Natural Arch,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.675530868965836,53.436320725803547,164663,Spruce Tree ,Spruce Tree,Spruce Tree ,Spruce Tree,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.91100031174841,53.196261269524115,164664,Pocahontas,Pocahontas,Pocahontas,Pocahontas,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-118.084298355491725,53.016595248389613,164665,Snaring RV Group,Snaring- groupes de VR,Snaring RV Group,Snaring- groupes de VR,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-118.091272754118947,53.010966294498196,164666,Snaring,Snaring,Snaring,Snaring,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-118.079100176489575,52.847134321233021,164667,Whistlers,Whistler,Whistlers,Whistler,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-118.063856363085492,52.83849529872456,164668,Wapiti,Wapiti,Wapiti,Wapiti,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.993854516599669,52.767108432109119,164669,Wabasso,Wabasso,Wabasso,Wabasso,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-117.865683665380402,52.631843769519158,164670,"Kerkeslin
",Kerkeslin,"Kerkeslin
",Kerkeslin,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.680655106969795,52.556197732201191,164671,"Honeymoon
",Honeymoon,"Honeymoon
",Honeymoon,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.395004816372577,52.416635481934676,164672,Jonas,Jonas,Jonas,Jonas,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.204752923567867,52.220137555680047,164673,Icefield,,Icefield,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.175962763481138,52.219067171990069,164674,Wilcox,Wilcox,Wilcox,Wilcox,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-117.927097924495627,52.7256613283338,164675,Whirlpool Group,Whirlpool - groupes,Whirlpool Group,Whirlpool - groupes,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-118.190098889418991,52.384501185760584,164676,Athabasca Pass ,Col-Athabasca,Athabasca Pass ,Col-Athabasca,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.229391740098151,52.220110528154123,164677,Icefield Centre RV,Centre-du-Champ-de-Glace - VR,Icefield Centre RV,Centre-du-Champ-de-Glace - VR,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-117.613577980980523,52.702643163726293,164678,Hidden Cove,,Hidden Cove,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-118.059865578893252,52.702506661109261,164679,Tonquin Valley - Astoria River,,Tonquin Valley - Astoria River,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.075644217854702,52.781497871231309,164680,Tonquin Valley - Portal Creek,,Tonquin Valley - Portal Creek,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.251757840482227,52.867297558283681,164681,Clairvaux,,Clairvaux,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.088060309742147,53.041665976294524,164682,Overlander - 12 Mile,,Overlander - 12 Mile,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.926130009360207,53.203714339205305,164683,Pocahontas coal trail,,Pocahontas coal trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,Yes//Oui
-117.770068305054082,53.129610293027199,164684,Sulphur Skyline Trailhead,,Sulphur Skyline Trailhead,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.772943624316781,53.129336712352824,164685,Miette Interpretive Trailhead,,Miette Interpretive Trailhead,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.037804254429929,53.157965762086,164686,North Boundary - Celestine,,North Boundary - Celestine,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.093741185737557,52.92590183133057,164687,Pyramid Fire road,,Pyramid Fire road,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.091337916186973,52.89242785402277,164688,Cottonwood Slough,,Cottonwood Slough,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.001663558777423,52.914310938369582,164689,Skyline - Maligne Canyon,,Skyline - Maligne Canyon,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.000502212069392,52.920762727611454,164690,Maligne Canyon,,Maligne Canyon,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.836072025030163,52.879370901196815,164691,Watchtower,,Watchtower,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.691972976281832,52.77850912214182,164692,Shangrila,,Shangrila,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.023268773914651,52.808474725578812,164693,Valley of the Five Lakes,,Valley of the Five Lakes,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.055187014457488,52.687136940102725,164694,Cavell Meadows,,Cavell Meadows,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.980079816967958,52.769781173941148,164695,Wabasso Lake,,Wabasso Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.867110501401456,52.694614965397193,164696,Horseshoe Lake,,Horseshoe Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.889324535468944,52.664949730878156,164697,Geraldine fire road,,Geraldine fire road,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.330142744410935,52.328032139190661,164698,Stanley Falls,,Stanley Falls,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.232934082083432,52.212369929672917,164699,Lower Toe of the Glacier trail,,Lower Toe of the Glacier trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.22468361079288,52.217991835362156,164700,"Upper Toe of the Glacier trail, Glacier Forefield",,"Upper Toe of the Glacier trail, Glacier Forefield",,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.184498731573314,52.218383445547332,164701,Wilcox Pass,,Wilcox Pass,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.954511944122274,52.669388036792959,164702,Athabasca Pass,,Athabasca Pass,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.914094118835038,52.628608613549225,164703,Geraldine Lakes,,Geraldine Lakes,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.899678581613344,52.648510083363981,164704,Fryatt Valley,,Fryatt Valley,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.645202660169431,52.725856854071431,164705,Bald Hills,,Bald Hills,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.645410007876322,52.726269447347732,164706,Skyline,,Skyline,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.63479033924078,52.730957519967376,164707,Opal Hills,,Opal Hills,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.443410097204762,52.450269861558041,164708,Pobokton - Sunwapta Station,,Pobokton - Sunwapta Station,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.108912319555884,52.850330192184359,164709,The Whistlers,,The Whistlers,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.10108198482591,52.871713677245232,164710,Cabin Creek,,Cabin Creek,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.016270363994096,52.921508877235482,164711,5th Bridge,,5th Bridge,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.030743243533522,52.933422394556665,164712,Sixth Bridge,,Sixth Bridge,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.721921811208531,52.849117630322134,164713,Jacques Lake Trailhead,,Jacques Lake Trailhead,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.977084666164572,53.145925481283349,164714,Jasper House Trail,,Jasper House Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.063886599675556,52.879810467644226,164715,Lac Beauvert Trailhead,,Lac Beauvert Trailhead,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.062094552844997,52.871143199730952,164716,Old Fort Point,,Old Fort Point,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.086764708149289,52.879955672135516,164717,Pyramid Bench ,,Pyramid Bench ,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.08944317906176,52.915409773344756,164718,Pyramid Lake ,,Pyramid Lake ,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.089040157385725,52.903715110026077,164719,Pyramid Riding Stables,,Pyramid Riding Stables,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.645885542352104,52.532661045228828,164720,Sunwapta Falls,,Sunwapta Falls,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.126425373542929,52.835121946294898,164721,Whistlers Summit,,Whistlers Summit,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.083979557825515,53.04386383945215,164722,Overlander,,Overlander,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.644187613938115,52.726623341449091,164723,Maligne Lake,,Maligne Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,Yes//Oui
-117.441015372559733,52.450006435577748,164724,Poboktan,,Poboktan,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.062925600475054,52.871628804599396,164725,Athabasca River,,Athabasca River,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.04277588389489,52.90535000471175,164726,Lake Annette,,Lake Annette,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,Yes//Oui
-118.054015636837818,52.886006383420444,164727,Jasper Park Lodge,,Jasper Park Lodge,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.0770156303671,52.851006378941328,164728,Whistlers Campground,,Whistlers Campground,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.069015624313479,52.841006379404902,164729,Wapiti Campground,,Wapiti Campground,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.987015581638047,52.762006384800799,164730,Wabasso Campground,,Wabasso Campground,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.955230171544173,52.735307496033663,164731,Meeting of the Waters,,Meeting of the Waters,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.030041513174353,52.773402722361034,164732,Cavell Road,,Cavell Road,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.146128957708299,52.857410184170014,164733,Pipeline,,Pipeline,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.397015704683099,52.886006341317639,164734,Decoigne,,Decoigne,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.882015530645646,52.665006393054341,164735,Athabasca Falls,,Athabasca Falls,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-119.216146512158701,53.051649948106842,164736,Berg Lake,,Berg Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.075450044229484,52.892072294071021,164737,Bighorn Alley,,Bighorn Alley,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.121771846355998,52.878168375107286,164738,Cabin Lake,,Cabin Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.350204058029746,52.984917497126396,164739,Fiddle Valley,,Fiddle Valley,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-118.081629994725176,52.873224891932885,164740,Hazel Ave,,Hazel Ave,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-117.875377976984808,53.245505488224318,164741,Ogre Canyon,,Ogre Canyon,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-119.129015940959661,53.166006262728239,164742,Robson Pass,,Robson Pass,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
