X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-73.055281960928667,46.749718187056914,165018,Trailhead - La Terrasse- Parc national de la Mauricie,Point de départ du sentier - Sentier de la Terrasse - Parc national de la Mauricie,Trailhead - La Terrasse,Point de départ du sentier - Sentier de la Terrasse,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.071723530318238,46.760390720946845,165019,Trailhead - Wapizagonke bassin 3 / Wapizagonke bassin 4 portage- Parc national de la Mauricie,Point de départ du sentier - Wapizagonke bassin 3 / Wapizagonke bassin 4 - Parc national de la Mauricie,Trailhead - Wapizagonke bassin 3 / Wapizagonke bassin 4 portage,Point de départ du sentier - Wapizagonke bassin 3 / Wapizagonke bassin 4,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.076551325724481,46.760948347318873,165020,Trailhead - Wapizagonke bassin 4 / Wapizagonke bassin 3 portage- Parc national de la Mauricie,Point de départ du sentier - Wapizagonke bassin 4 / Wapizagonke bassin 3 - Parc national de la Mauricie,Trailhead - Wapizagonke bassin 4 / Wapizagonke bassin 3 portage,Point de départ du sentier - Wapizagonke bassin 4 / Wapizagonke bassin 3,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.08902187321263,46.772527528243323,165021,Trailhead portage - Lac Avalon / Wapizagonke bassin 4 - Parc national de la Mauricie,Point de départ du portage - Lac Avalon / Wapizagonke bassin 4 - Parc national de la Mauricie,Trailhead portage - Lac Avalon / Wapizagonke bassin 4,Point de départ du portage - Lac Avalon / Wapizagonke bassin 4,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.083080568786869,46.764493078526414,165022,Trailhead portage - Wapizagonke bassin 4 / Lac Avalon - Parc national de la Mauricie,Point de départ du portage - Wapizagonke bassin 4 / Lac Avalon - Parc national de la Mauricie,Trailhead portage - Wapizagonke bassin 4 / Lac Avalon ,Point de départ du portage - Wapizagonke bassin 4 / Lac Avalon,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.07032251164128,46.762116240452606,165023,Trailhead portage - Wapizagonke bassin 3 / Lac Houle- Parc national de la Mauricie,Point de départ du portage - Wapizagonke bassin 3 / Lac Houle - Parc national de la Mauricie,Trailhead portage - Wapizagonke bassin 3 / Lac Houle,Point de départ du portage - Wapizagonke bassin 3 / Lac Houle,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.05129419897608,46.796507881517137,165024,Trailhead portage - Lac Houle / Wapizagonke bassin 3 - Parc national de la Mauricie,Point de départ du portage - Lac Houle / Wapizagonke bassin 3 - Parc national de la Mauricie,Trailhead portage - Lac Houle / Wapizagonke bassin 3,Point de départ du portage - Lac Houle / Wapizagonke bassin 3,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.133899262985992,46.764536436934144,165025,Trailhead portage - Waber / Wapizagonke / Anticagamac - Parc national de la Mauricie,Point de départ du portage - Waber / Wapizagonke / Anticagamac - Parc national de la Mauricie,Trailhead portage - Waber / Wapizagonke / Anticagamac ,Point de départ du portage - Waber / Wapizagonke / Anticagamac ,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.121623685344403,46.776399057969009,165026,Trailhead portage - Anticagamac / Waber / Wapizagonke- Parc national de la Mauricie,Point de départ du portage - Anticagamac / Waber / Wapizagonke - Parc national de la Mauricie,Trailhead portage - Anticagamac / Waber / Wapizagonke,Point de départ du portage - Anticagamac / Waber / Wapizagonke,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.036936974373091,46.720928423974854,165027,Trailhead - Lac Wapizagonke / Lac Caribou - Parc national de la Mauricie,Point de départ du sentier - Lac Wapizagonke / Lac Caribou - Parc national de la Mauricie,Trailhead - Lac Wapizagonke / Lac Caribou,Point de départ du sentier - Lac Wapizagonke / Lac Caribou,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.062111762244427,46.720232963974979,165028,Trailhead - Lac Caribou / Rest Area Caribou / Lac Wapizagonke - Parc national de la Mauricie,Point de départ du sentier - Lac Caribou / Halte routière Caribou / Lac Wapizagonke- Parc national de la Mauricie,Trailhead - Lac Caribou / Rest Area Caribou / Lac Wapizagonke,Point de départ du sentier - Lac Caribou / Halte routière Caribou / Lac Wapizagonke,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.058791586175985,46.720730296743632,165029,Trailhead - Rest Area Caribou- Parc national de la Mauricie,Point de départ du sentier - Halte routière Caribou - Parc national de la Mauricie,Trailhead - Rest Area Caribou,Point de départ du sentier - Halte routière Caribou,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.033436699073661,46.708636497723006,165030,Trailhead - Vide-Bouteille Lookout- Parc national de la Mauricie,Point de départ du sentier - Belvédère du Vide-Bouteille - Parc national de la Mauricie,Trailhead - Vide-Bouteille Lookout,Point de départ du sentier - Belvédère du Vide-Bouteille,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.021040311269815,46.685860795952081,165031,Trailhead - Île-aux-Pins- Parc national de la Mauricie,Point de départ du sentier - Sentier de l'Île-aux-Pins - Parc national de la Mauricie,Trailhead - Île-aux-Pins,Point de départ du sentier - Sentier de l'Île-aux-Pins,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.993252561155586,46.665692640982314,165032,Trailhead - Mistagance Campground / Shewenegan Parking Lot- Parc national de la Mauricie,Point de départ du sentier - Camping Mistagance / Stationnement Shewenegan - Parc national de la Mauricie,Trailhead - Mistagance Campground / Shewenegan Parking Lot,Point de départ du sentier - Camping Mistagance / Stationnement Shewenegan,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.003004684794305,46.671063327011581,165033,Trailhead - Shewenegan Parking Lot / Mistagance Campground- Parc national de la Mauricie,Point de départ du sentier - Stationnement Shewenegan / Camping Mistagance - Parc national de la Mauricie,Trailhead - Shewenegan Parking Lot / Mistagance Campground,Point de départ du sentier - Stationnement Shewenegan / Camping Mistagance,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.006320107530712,46.672473303057167,165034,Trailhead - Les Cascades- Parc national de la Mauricie,Point de départ du sentier - Sentier des Cascades - Parc national de la Mauricie,Trailhead - Les Cascades,Point de départ du sentier - Sentier des Cascades,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.016092530611914,46.676337535110598,165035,Trailhead - Les Cascades / Falaises- Parc national de la Mauricie,Point de départ du sentier - Sentier des Cascades / Falaises - Parc national de la Mauricie,Trailhead - Les Cascades / Falaises,Point de départ du sentier - Sentier des Cascades / Falaises,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.020680234994074,46.666818184822148,165036,Trailhead - Les Falaises - Parc national de la Mauricie,Point de départ du sentier - Sentier des Falaises - Parc national de la Mauricie,Trailhead - Les Falaises,Point de départ du sentier - Sentier des Falaises,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.015881093705303,46.663538749152842,165037,Trailhead - Ruisseau Brodeur - Parc national de la Mauricie,Point de départ du sentier - Sentier du Ruisseau Brodeur - Parc national de la Mauricie,Trailhead - Ruisseau Brodeur,Point de départ du sentier - Sentier du Ruisseau Brodeur,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.02064235139845,46.666707156248286,165038,Trailhead - Ruisseau Brodeur- Parc national de la Mauricie,Point de départ du sentier - Sentier du Ruisseau Brodeur - Parc national de la Mauricie,Trailhead - Ruisseau Brodeur,Point de départ du sentier - Sentier du Ruisseau Brodeur,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.012682444362326,46.659799976374423,165039,Trailhead - La Tourbière- Parc national de la Mauricie,Point de départ du sentier - Sentier de la Tourbière - Parc national de la Mauricie,Trailhead - La Tourbière,Point de départ du sentier - Sentier de la Tourbière,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.004547021707182,46.656095959692642,165040,Trailhead - La Clairière - Parc national de la Mauricie,Point de départ du sentier - Sentier de la Clairière - Parc national de la Mauricie,Trailhead - La Clairière,Point de départ du sentier - Sentier de la Clairière,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.011515248515124,46.659863042039561,165041,Trailhead - L'Esker- Parc national de la Mauricie,Point de départ du sentier - Sentier de l'Esker - Parc national de la Mauricie,Trailhead - L'Esker,Point de départ du sentier - Sentier de l'Esker,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.013840715435748,46.663148247788605,165042,Trailhead - Le Vallerand - Parc national de la Mauricie,Point de départ du sentier - Sentier le Vallerand - Parc national de la Mauricie,Trailhead - Le Vallerand,Point de départ du sentier - Sentier le Vallerand,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.005551543696939,46.669673868629374,165043,Trailhead - Le Vallerand - Parc national de la Mauricie,Point de départ du sentier - Sentier le Vallerand - Parc national de la Mauricie,Trailhead - Le Vallerand,Point de départ du sentier - Sentier le Vallerand,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.047118254626284,46.754960629197129,165044,Trailhead - Vieux-Brûlis - Parc national de la Mauricie,Point de départ du sentier - Sentier du Vieux-Brûlis - Parc national de la Mauricie,Trailhead - Vieux-Brûlis,Point de départ du sentier - Sentier du Vieux-Brûlis,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.977168193633304,46.756180999367949,165045,Trailhead portage - Lac Écarté / Lac Écarté Parking - Parc national de la Mauricie,Point de départ du portage - Lac Écarté / Stationnement du Lac Écarté - Parc national de la Mauricie,Trailhead portage - Lac Écarté / Lac Écarté Parking,Point de départ du portage - Lac Écarté / Stationnement du Lac Écarté,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.981171045691013,46.756684192509297,165046,Trailhead -  Lac Écarté Parking / Lac Écarté- Parc national de la Mauricie,Point de départ du portage - Stationnement du Lac-Écarté / Lac Écarté - Parc national de la Mauricie,Trailhead -  Lac Écarté Parking / Lac Écarté,Point de départ du portage - Stationnement du Lac-Écarté / Lac Écarté,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.964907444099396,46.774278563363708,165047,Trailhead - Lac Écarté / Lac Formont - Parc national de la Mauricie,Point de départ du sentier - Lac Écarté / Lac Formont - Parc national de la Mauricie,Trailhead - Lac Écarté / Lac Formont,Point de départ du sentier - Lac Écarté / Lac Formont,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.967972751096156,46.776617484564923,165048,Trailhead - Lac Formont / Lac Écarté - Parc national de la Mauricie,Point de départ du sentier - Lac Formont / Lac Écarté - Parc national de la Mauricie,Trailhead - Lac Formont / Lac Écarté,Point de départ du sentier - Lac Formont / Lac Écarté,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.959161467797017,46.776916792147318,165049,Trailhead - Lac Écarté / Lac en Coeur - Parc national de la Mauricie,Point de départ du sentier - Lac Écarté / Lac en Coeur - Parc national de la Mauricie,Trailhead - Lac Écarté / Lac en Coeur,Point de départ du sentier - Lac Écarté / Lac en Coeur,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.960652357842363,46.780633431951621,165050,Trailhead - Lac en Coeur / Lac Écarté - Parc national de la Mauricie,Point de départ du sentier - Lac en Coeur / Lac Écarté - Parc national de la Mauricie,Trailhead - Lac en Coeur / Lac Écarté,Point de départ du sentier - Lac en Coeur / Lac Écarté,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.937114902850865,46.785970718186974,165051,Trailhead - Lac Soumire / Lac Giron- Parc national de la Mauricie,Point de départ du sentier - Lac Soumire / Lac Giron - Parc national de la Mauricie,Trailhead - Lac Soumire / Lac Giron,Point de départ du sentier - Lac Soumire / Lac Giron,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.942482606875132,46.788761283269061,165052,Trailhead - Lac Giron / Lac Soumire- Parc national de la Mauricie,Point de départ du sentier - Lac Giron / Lac Soumire - Parc national de la Mauricie,Trailhead - Lac Giron / Lac Soumire,Point de départ du sentier - Lac Giron / Lac Soumire,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.957125168352164,46.801082391295466,165053,Trailhead - Lac Giron / Lac Dubon - Parc national de la Mauricie,Point de départ du sentier - Lac Giron / Lac Dubon - Parc national de la Mauricie,Trailhead - Lac Giron / Lac Dubon,Point de départ du sentier - Lac Giron / Lac Dubon,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.96517065796013,46.807388823024176,165054,Trailhead - Lac Dubon / Lac Giron - Parc national de la Mauricie,Point de départ du sentier -  Lac Dubon / Lac Giron- Parc national de la Mauricie,Trailhead - Lac Dubon / Lac Giron,Point de départ du sentier -  Lac Dubon / Lac Giron,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.965208619091257,46.809795120273591,165055,Trailhead - Lac Dubon / Petit lac Archange - Parc national de la Mauricie,Point de départ du sentier - Lac Dubon / Petit lac Archange - Parc national de la Mauricie,Trailhead - Lac Dubon / Petit lac Archange,Point de départ du sentier - Lac Dubon / Petit lac Archange,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.959388825892646,46.81479639532926,165056,Trailhead - Petit lac Archange / Lac Dubon - Parc national de la Mauricie,Point de départ du sentier - Petit lac Archange / Lac Dubon - Parc national de la Mauricie,Trailhead - Petit lac Archange / Lac Dubon,Point de départ du sentier - Petit lac Archange / Lac Dubon,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.971694692938527,46.814789928064172,165057,Trailhead - Lac Dauphinais / Lac Archange - Parc national de la Mauricie,Point de départ du sentier - Lac Dauphinais / Lac Archange - Parc national de la Mauricie,Trailhead - Lac Dauphinais / Lac Archange,Point de départ du sentier - Lac Dauphinais / Lac Archange,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.968227100806232,46.818774632143736,165058,Trailhead - Lac Archange / Lac Dauphinais- Parc national de la Mauricie,Point de départ du sentier - Lac Archange / Lac Dauphinais - Parc national de la Mauricie,Trailhead - Lac Archange / Lac Dauphinais,Point de départ du sentier - Lac Archange / Lac Dauphinais,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.984742341456467,46.839286072550408,165059,Trailhead - Lac Dauphinais / Lac des Cinq- Parc national de la Mauricie,Point de départ du sentier - Lac Dauphinais / Lac des Cinq - Parc national de la Mauricie,Trailhead - Lac Dauphinais / Lac des Cinq,Point de départ du sentier - Lac Dauphinais / Lac des Cinq,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.985382253674331,46.842695344577265,165060,Trailhead - Lac des Cinq / Lac Dauphinais- Parc national de la Mauricie,Point de départ du sentier - Lac des Cinq / Lac Dauphinais - Parc national de la Mauricie,Trailhead - Lac des Cinq / Lac Dauphinais,Point de départ du sentier - Lac des Cinq / Lac Dauphinais,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.925078404975608,46.776033994682479,165061,Trailhead - Lac soumire / Lac Étienne- Parc national de la Mauricie,Point de départ du sentier - Lac soumire / Lac Étienne - Parc national de la Mauricie,Trailhead - Lac soumire / Lac Étienne,Point de départ du sentier - Lac soumire / Lac Étienne,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.922697715913628,46.77428049115732,165062,Trailhead - Soumire Parking / Lac Soumire- Parc national de la Mauricie,Point de départ du sentier - Stationnement Soumire / Lac Soumire - Parc national de la Mauricie,Trailhead - Soumire Parking / Lac Soumire,Point de départ du sentier - Stationnement Soumire / Lac Soumire,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.927522232805131,46.769788237778293,165063,Trailhead - Lac Étienne / Lac Soumire- Parc national de la Mauricie,Point de départ du sentier - Lac Étienne / Lac Soumire - Parc national de la Mauricie,Trailhead - Lac Étienne / Lac Soumire,Point de départ du sentier - Lac Étienne / Lac Soumire,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.88819701891569,46.777151613009863,165064,Trailhead - La Cache - Parc national de la Mauricie,Point de départ du sentier - Sentier de la Cache - Parc national de la Mauricie,Trailhead - La Cache,Point de départ du sentier - Sentier de la Cache,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.925435281339062,46.768863865879823,165065,Trailhead - Lac Étienne / Lac Édouard - Parc national de la Mauricie,Point de départ du sentier - Lac Étienne / Lac Édouard - Parc national de la Mauricie,Trailhead - Lac Étienne / Lac Édouard,Point de départ du sentier - Lac Étienne / Lac Édouard,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.919268050937674,46.76684794654539,165066,Trailhead - N° 9 - Parc national de la Mauricie,Point de départ du sentier - Sentier N° 9 - Parc national de la Mauricie,Trailhead - N° 9,Point de départ du sentier - Sentier N° 9,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.920501434031749,46.766498896179073,165067,Trailhead - Lac Étienne- Parc national de la Mauricie,Point de départ du sentier - Sentier du Lac-Étienne - Parc national de la Mauricie,Trailhead - Lac Étienne,Point de départ du sentier - Sentier du Lac-Étienne,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.891446652283022,46.713260138663706,165068,Trailhead - Lac-Marie - Parc national de la Mauricie,Point de départ du sentier - Sentier Lac-Marie - Parc national de la Mauricie,Trailhead - Lac-Marie,Point de départ du sentier - Sentier Lac-Marie,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.84695581466913,46.652441545062274,165069,Trailhead - N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard - Parc national de la Mauricie,Point de départ du sentier - N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard - Parc national de la Mauricie,Trailhead - N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard,Point de départ du sentier - N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.812865128349188,46.756459027924826,165070,Trailhead - N° 1 / N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard - Parc national de la Mauricie,Point de départ du sentier - N° 1 / N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard - Parc national de la Mauricie,Trailhead - N° 1 / N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard,Point de départ du sentier - N° 1 / N° 3 / N° 3A  / N° 4 / N°  5 / N° 6 / N° 7 / N° 8 / N° 9 / N° 12 / N° 13 / N° 14 / N° 5 / Pimbina / Chevaux / Benoit / Bouchard,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.796883843940449,46.755010090111085,165071,Trailhead - Sentier Mékinac - Parc national de la Mauricie,Point de départ du sentier - Sentier Mékinac - Parc national de la Mauricie,Trailhead - Sentier Mekinac,Point de départ du sentier - Sentier Mekinac,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.812254611158878,46.758326014278659,165072,Trailhead - Deux-Criques - Parc national de la Mauricie,Point de départ du sentier - Sentier des Deux-Criques - Parc national de la Mauricie,Trailhead - Deux-Criques,Point de départ du sentier - Sentier des Deux-Criques,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.887751120260432,46.777082810912624,165073,Trailhead - Lac du fou - Parc national de la Mauricie,Point de départ du sentier - Lac du fou - Parc national de la Mauricie,Trailhead - Lac du fou,Point de départ du sentier - Lac du fou,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.812462757222605,46.758120658330633,165074,Trailhead - N° 10 - Parc national de la Mauricie,Point de départ du sentier - Sentier N° 10 - Parc national de la Mauricie,Trailhead - N° 10,Point de départ du sentier - Sentier N° 10,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-72.789343288479628,46.750772205700862,165075,Trailhead - Saint-Maurice- Parc national de la Mauricie,Point de départ du sentier - Sentier Saint-Maurice - Parc national de la Mauricie,Trailhead - Baie à la pêche,Point de départ du sentier - Sentier Baie à la pêche,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-73.034031568813404,46.737384244656752,165076,Swimming pool - Parc national de la Mauricie (Lac Wapizagonke site # 9),Piscine - Parc national de la Mauricie (Lac Wapizagonke site # 9),Swimming pool,Piscine,,,,,Swimming Pool//Piscine,Yes//Oui,No//Non
-73.055214895221397,46.749865659519138,165077,Swimming Area - Parc national de la Mauricie (Lac Wapizagonke Nord),Aire de baignade - Parc national de la Mauricie (Lac Wapizagonke Nord),Swimming Area,Aire de baignade,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-73.006738907526682,46.674658784503471,165078,Swimming Area - Parc national de la Mauricie (Lac Wapizagonke Sud),Aire de baignade - Parc national de la Mauricie (Lac Wapizagonke Sud),Swimming Area,Aire de baignade,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-72.918594043259574,46.766020778371157,165079,Swimming Area - Parc national de la Mauricie (Lac Édouard),Aire de baignade - Parc national de la Mauricie (Lac Édouard),Swimming Area,Aire de baignade,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-72.808486642071117,46.754865800651132,165080,Dumping station - Parc national de la mauricie (Rivière-à-la-Pêche),Station de vidange  - Parc national de la mauricie (Rivière-à-la-Pêche),Dumping station - Rivière-à-la-Pêche,Station de vidange - Rivière-à-la-Pêche,,,,,Dumping Station//Station de vidange,Yes//Oui,No//Non
-73.044402546782521,46.738977280103178,165081,Dumping station - Parc national de la mauricie (Wapizagonke),Station de vidange - Parc national de la mauricie (Wapizagonke),Dumping station - Wapizagonke,Station de vidange - Wapizagonke,,,,,Dumping Station//Station de vidange,Yes//Oui,No//Non
-72.995568171249602,46.664409645721285,165082,Dumping station - Parc national de la mauricie (Mistagance),Station de vidange - Parc national de la mauricie (Mistagance),Dumping station - Mistagance,Station de vidange - Mistagance,,,,,Dumping Station//Station de vidange,Yes//Oui,No//Non
-72.996323740592558,46.666544018928917,165083,Washroom Facility - Parc national de la Mauricie (Mistagance),Toilettes - Parc national de la Mauricie (Mistagance),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.993327584745927,46.663706208585062,165084,Washroom Facility - Parc national de la Mauricie (Mistagance),Toilettes - Parc national de la Mauricie (Mistagance),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.807058250312778,46.755725426559685,165085,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - A),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - A),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.809545601960465,46.754178345504457,165086,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - C),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - C),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.807077720983031,46.753795487998829,165087,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - B),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - B),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.809544770974242,46.752664906311836,165088,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - F),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - F),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.802701300156585,46.751943780359099,165089,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - D),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - D),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.800406474357374,46.752775199239593,165090,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - E),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - E),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.812435878664644,46.756210782243443,165091,Washroom Facility - Parc national de la Mauricie (Rivière-à-la-Pêche - Batiment de service),Toilettes - Parc national de la Mauricie (Rivière-à-la-Pêche - Batiment de service),Washroom Facility,Toilettes,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-72.658946705397241,46.396238402679828,165092,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-72.65862036301435,46.396246595944682,165093,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-72.658667243658186,46.397349810848809,165094,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-72.657727485041903,46.397687736120375,165095,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-72.655221442884198,46.397816199191823,165096,Bridge - Vieilles Forges du Saint-Maurice,Pont - Vieilles Forges du Saint-Maurice,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-73.275021764098071,45.449164153550996,165097,Picnic / Day Use Area - Fort Chambly,Aire de pique-nique - Fort Chambly,Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-73.278267486535952,45.448181014736647,165098,Bridge - Fort Chambly,Pont - Fort Chambly,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-73.264581711460679,45.122959750138797,165099,Picnic / Day Use Area - Fort Lennox,Aire de pique-nique - Fort Lennox,Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-73.267902230873815,45.121018734285371,165100,Picnic / Day Use Area - Fort Lennox,Aire de pique-nique - Fort Lennox,Picnic / Day Use Area,Aire de pique-nique,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-73.267027098023178,45.121661736662098,165101,Bridge - Fort Lennox,Pont - Fort Lennox,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
-73.269017038971924,45.120277534680206,165102,Bridge - Fort Lennox,Pont - Fort Lennox,Bridge,Pont,,,,,Bridge//pont,Yes//Oui,Yes//Oui
